index	Journal	Article Title	Year	Affiliation	Country
5993	International journal of systematic and evolutionary microbiology	Granulicella paludicola gen. nov., sp. nov., Granulicella pectinivorans sp. nov., Granulicella aggregans sp. nov. and Granulicella rosea sp. nov., acidophilic, polymer-degrading acidobacteria from Sphagnum peat bogs.	2010	S. N. Winogradsky Institute of Microbiology, Russian Academy of Sciences, Prospect 60-letya Octyabrya 7/2, Moscow 117312, Russia.	russia
5994	International journal of systematic and evolutionary microbiology	Nocardiopsis nikkonensis sp. nov., isolated from a compost sample.	2010	Division of Applied Biological Sciences, Interdisciplinary Graduate School of Medicine and Engineering, University of Yamanashi, Takeda-4, Kofu 400-8511, Japan. hyamamura@yamanashi.ac.jp	japan
5995	International journal of systematic and evolutionary microbiology	Ekhidna lutea gen. nov., sp. nov., a member of the phylum Bacteroidetes isolated from the South East Pacific Ocean.	2010	Université Pierre et Marie Curie - Paris 6, CNRS, UMR7621, F-66650 Banyuls-sur-Mer, France.	france
5996	International journal of systematic and evolutionary microbiology	Brevibacterium salitolerans sp. nov., an actinobacterium isolated from salt-lake sediment.	2010	Faculty of Resource and Environmental Sciences, Sichuan Agricultural University, Yaan 625000, PR China.	china
5997	International journal of systematic and evolutionary microbiology	Litoribacter ruber gen. nov., sp. nov., an alkaliphilic, halotolerant bacterium isolated from a soda lake sediment.	2010	The Key Laboratory for Microbial Resources of the Ministry of Education, and Laboratory for Conservation and Utilization of Bio-Resources, Yunnan Institute of Microbiology, Yunnan University, Kunming, Yunnan 650091, PR China.	china
5998	International journal of systematic and evolutionary microbiology	Arcicella aurantiaca sp. nov., isolated from stream water.	2010	Department of Marine Biotechnology, National Kaohsiung Marine University, No. 142, Hai-Chuan Rd, Nan-Tzu, Kaohsiung City 811, Taiwan, ROC.	taiwan
5999	International journal of systematic and evolutionary microbiology	Serinicoccus profundi sp. nov., an actinomycete isolated from deep-sea sediment, and emended description of the genus Serinicoccus.	2011	Key Laboratory of Marine Biogenetic Resources, The Third Institute of Oceanography SOA, Xiamen, Fujian 361005, PR China.	china
6000	International journal of systematic and evolutionary microbiology	Flavobacterium sinopsychrotolerans sp. nov., isolated from a glacier.	2011	State Key Laboratory for Agrobiotechnology, College of Biological Sciences, China Agricultural University, Beijing 100193, PR China.	china
6001	Systematic and applied microbiology	Tepidamorphus gemmatus gen. nov., sp. nov., a slightly thermophilic member of the Alphaproteobacteria.	2010	Department of Life Sciences, Center for Neuroscience and Cell Biology, University of Coimbra, Coimbra, Portugal.	portugal
6002	International journal of systematic and evolutionary microbiology	Alkaliphilus halophilus sp. nov., a strictly anaerobic and halophilic bacterium isolated from a saline lake, and emended description of the genus Alkaliphilus.	2010	College of Life Sciences, Zhejiang University, Hangzhou 310058, PR China.	china
6003	International journal of systematic and evolutionary microbiology	Cohnella xylanilytica sp. nov. and Cohnella terrae sp. nov., xylanolytic bacteria from soil.	2010	Department of Biochemistry and Microbiology, Faculty of Pharmaceutical Sciences, Chulalongkorn University, Bangkok 10330, Thailand.	thailand
6004	International journal of systematic and evolutionary microbiology	Lactobacillus odoratitofui sp. nov., isolated from stinky tofu brine.	2010	Institute of Biochemistry and Molecular Biology, National Yang-Ming University, 155, Sec. 2, Li-Nong Street, Pei-Tou, Taipei 11221, Taiwan.	taiwan
6005	International journal of systematic and evolutionary microbiology	Paracoccus fistulariae sp. nov., a lipolytic bacterium isolated from bluespotted cornetfish, Fistularia commersonii.	2010	Biotechnology Research Division, National Fisheries Research and Development Institute, Gijang, Busan 619-705, Republic of Korea.	south korea
6006	Diseases of aquatic organisms	Pseudoscillatoria coralii gen. nov., sp. nov., a cyanobacterium associated with coral black band disease (BBD).	2009	Unit of Environmental Engineering, Ben-Gurion University of the Negev, PO Box 653, Be'er-Sheva 84105, Israel.	israel
6007	International journal of systematic and evolutionary microbiology	Gramella marina sp. nov., isolated from the sea urchin Strongylocentrotus intermedius.	2010	Pacific Institute of Bioorganic Chemistry of the Far-Eastern Branch of the Russian Academy of Sciences, Prospekt 100 Let Vladivostoku 159, 690022, Vladivostok, Russia. olganedashkovska@piboc.dvo.ru	russia
6008	International journal of systematic and evolutionary microbiology	Microbacterium ginsengiterrae sp. nov., a beta-glucosidase-producing bacterium isolated from soil of a ginseng field.	2010	Korean Ginseng Center and Ginseng Genetic Resource Bank, Kyung Hee University, 1 Seocheon-dong, Giheung-gu Yongin-si, Gyeonggi-do 449-701, Republic of Korea.	south korea
6009	International journal of systematic and evolutionary microbiology	Aeromicrobium halocynthiae sp. nov., a taurocholic acid-producing bacterium isolated from the marine ascidian Halocynthia roretzi.	2010	Korea Institute of Science and Technology, Gangneung, Gangwondo, 210-340, Republic of Korea.	south korea
6010	International journal of systematic and evolutionary microbiology	Tomitella biformata gen. nov., sp. nov., a new member of the suborder Corynebacterineae isolated from a permafrost ice wedge.	2010	Laboratory of Applied Microbiology, Graduate School of Agriculture, Hokkaido University, N9 W9, Kita-ku, Hokkaido 060-8589, Japan.	japan
6011	International journal of systematic and evolutionary microbiology	Reinekea aestuarii sp. nov., isolated from tidal flat sediment.	2010	Division of Biology and Ocean Sciences, Inha University, Incheon 402-751, Republic of Korea.	south korea
6012	International journal of systematic and evolutionary microbiology	Pseudonocardia adelaidensis sp. nov., an endophytic actinobacterium isolated from the surface-sterilized stem of a grey box tree (Eucalyptus microcarpa).	2010	Department of Medical Biotechnology, School of Medicine, Flinders University, Bedford Park, South Australia 5042, Australia.	australia
6013	International journal of systematic and evolutionary microbiology	Bifidobacterium stercoris sp. nov., isolated from human faeces.	2010	Department of Life and Nanopharmaceutical Sciences and Department of Biology, Kyung Hee University, Seoul 130-701, Republic of Korea.	south korea
6014	International journal of systematic and evolutionary microbiology	Azospirillum thiophilum sp. nov., a diazotrophic bacterium isolated from a sulfide spring.	2010	Department of Biology, University of Voronezh, Universitetskaya pl. 1, Voronezh 394006, Russia.	russia
6015	International journal of systematic and evolutionary microbiology	Leucobacter aerolatus sp. nov., from the air of a duck barn.	2010	Institut für Angewandte Mikrobiologie, Justus-Liebig-Universität Giessen, D-35392 Giessen, Germany.	germany
6016	International journal of systematic and evolutionary microbiology	Photobacterium jeanii sp. nov., isolated from corals and zoanthids.	2010	Department of Genetics, Evolution and Bioagents, Institute of Biology, State University of Campinas (UNICAMP), Campinas, São Paulo, Brazil.	brazil
6017	International journal of systematic and evolutionary microbiology	Flavobacterium haoranii sp. nov., a cypermethrin-degrading bacterium isolated from a wastewater treatment system.	2010	Key Laboratory of Microbiological Engineering of Agricultural Environment, Ministry of Agriculture, Life Sciences College of Nanjing Agricultural University, Nanjing, Jiangsu 210095, PR China.	china
6018	International journal of systematic and evolutionary microbiology	Sulfuricella denitrificans gen. nov., sp. nov., a sulfur-oxidizing autotroph isolated from a freshwater lake.	2010	Institute of Low Temperature Science, Hokkaido University, Kita-19, Nishi-8, Kita-ku, Sapporo 060-0819, Japan. kojimah@pop.lowtem.hokudai.ac.jp	japan
6019	International journal of systematic and evolutionary microbiology	Stakelama pacifica gen. nov., sp. nov., a new member of the family Sphingomonadaceae isolated from the Pacific Ocean.	2010	State Key Laboratory for Marine Environmental Science, Xiamen University, Xiamen 361005, PR China.	china
6020	International journal of systematic and evolutionary microbiology	Mucilaginibacter frigoritolerans sp. nov., Mucilaginibacter lappiensis sp. nov. and Mucilaginibacter mallensis sp. nov., isolated from soil and lichen samples.	2010	Finnish Forest Research Institute, Eteläranta 55, FI-96300 Rovaniemi, Finland. minna.mannisto@metla.fi	finland
6021	International journal of systematic and evolutionary microbiology	Pontibacter niistensis sp. nov., isolated from forest soil.	2010	National Institute for Interdisciplinary Science and Technology (CSIR), Thiruvananthpuram 695019, India. syedmicro@gmail.com	india
6022	International journal of systematic and evolutionary microbiology	Euzebyella saccharophila gen. nov., sp. nov., a marine bacterium of the family Flavobacteriaceae.	2010	Colección Española de Cultivos Tipo (CECT) y Departamento de Microbiología y Ecología, Universidad de Valencia, Spain.	spain
6023	International journal of systematic and evolutionary microbiology	Hwanghaeicola aestuarii gen. nov., sp. nov., a moderately halophilic bacterium isolated from a tidal flat of the Yellow Sea.	2010	Department of Life Science, Chung-Ang University, Seoul 156-756, Republic of Korea.	south korea
6024	International journal of systematic and evolutionary microbiology	Microbacterium radiodurans sp. nov., a UV radiation-resistant bacterium isolated from soil.	2010	Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing, PR China.	china
6025	International journal of systematic and evolutionary microbiology	Methylocapsa aurea sp. nov., a facultative methanotroph possessing a particulate methane monooxygenase, and emended description of the genus Methylocapsa.	2010	Department of Biological Sciences, University of Calgary, Calgary, Alberta, Canada.	canada
6026	International journal of systematic and evolutionary microbiology	Acidovorax soli sp. nov., isolated from landfill soil.	2010	Department of Life and Nanopharmaceutical Sciences and Department of Biology, Kyung Hee University, Seoul 130-701, Republic of Korea.	south korea
6027	International journal of systematic and evolutionary microbiology	Terrimonas aquatica sp. nov., isolated from a freshwater spring.	2010	Department of Marine Biotechnology, National Kaohsiung Marine University, No. 142, Hai-Chuan Rd, Nan-Tzu, Kaohsiung City 811, Taiwan, ROC.	taiwan
6028	International journal of systematic and evolutionary microbiology	Limnohabitans planktonicus sp. nov. and Limnohabitans parvus sp. nov., planktonic betaproteobacteria isolated from a freshwater reservoir, and emended description of the genus Limnohabitans.	2010	Biology Centre of the Academy of Sciences CR, v.v.i. Institute of Hydrobiology, Na Sádkách 7, 37005 České Budějovice, Czech Republic. vojtech.ves@post.cz	czech republic
6029	International journal of systematic and evolutionary microbiology	Pseudomonas taeanensis sp. nov., isolated from a crude oil-contaminated seashore.	2010	Department of Environmental Education, Sunchon National University, Sunchon 540-742, Republic of Korea.	south korea
6030	International journal of systematic and evolutionary microbiology	Sphingobium qiguonii sp. nov., a carbaryl-degrading bacterium isolated from a wastewater treatment system.	2010	Key Laboratory of Microbiological Engineering of Agricultural Environment, Ministry of Agriculture, College of Life Science, Nanjing Agricultural University, Nanjing, Jiangsu 210095, PR China.	china
6031	International journal of systematic and evolutionary microbiology	Staphylococcus devriesei sp. nov., isolated from teat apices and milk of dairy cows.	2010	Department of Reproduction, Obstetrics, and Herd Health, Faculty of Veterinary Medicine, Ghent University, Salisburylaan 133, 9820 Merelbeke, Belgium. Karlien.Supre@UGent.be	belgium
6032	International journal of systematic and evolutionary microbiology	Saccharofermentans acetigenes gen. nov., sp. nov., an anaerobic bacterium isolated from sludge treating brewery wastewater.	2010	Laboratory of Microbiology, Xiamen Inspection & Quarantine Technology Center, Xiamen, 361026, PR China. shuangych@yahoo.com	china
6033	International journal of systematic and evolutionary microbiology	Halomonas titanicae sp. nov., a halophilic bacterium isolated from the RMS Titanic.	2010	Department of Microbiology and Parasitology, Faculty of Pharmacy, University of Sevilla, 41012 Sevilla, Spain.	spain
6034	International journal of systematic and evolutionary microbiology	Virgibacillus subterraneus sp. nov., a moderately halophilic Gram-positive bacterium isolated from subsurface saline soil.	2010	State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, PR China.	china
6035	International journal of systematic and evolutionary microbiology	Oceanobacillus locisalsi sp. nov., isolated from a marine solar saltern.	2010	Korea Research Institute of Bioscience and Biotechnology (KRIBB), PO Box 115, Yusong, Taejon, Republic of Korea.	south korea
6036	International journal of systematic and evolutionary microbiology	Rhodothermus profundi sp. nov., a thermophilic bacterium isolated from a deep-sea hydrothermal vent in the Pacific Ocean.	2010	Matis Vinlandsleid 12, IS-113, Reykjavik, Iceland. viggo.th.marteinsson@matis.is	iceland
6037	International journal of systematic and evolutionary microbiology	Streptomyces tateyamensis sp. nov., Streptomyces marinus sp. nov. and Streptomyces haliclonae sp. nov., isolated from the marine sponge Haliclona sp.	2010	Biomedicinal Information Research Center (BIRC), Japan Biological Informatics Consortium (JBIC), 2-42 Aomi, Koto-ku, Tokyo 135-0064, Japan. shamsalig75@gmail.com	japan
6038	International journal of systematic and evolutionary microbiology	Dongia mobilis gen. nov., sp. nov., a new member of the family Rhodospirillaceae isolated from a sequencing batch reactor for treatment of malachite green effluent.	2010	State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, PR China.	china
6039	International journal of systematic and evolutionary microbiology	Pantoea gaviniae sp. nov. and Pantoea calida sp. nov., isolated from infant formula and an infant formula production environment.	2010	Institute for Food Safety and Hygiene, Vetsuisse Faculty University of Zurich, Winterthurerstrasse 272, 8057 Zurich, Switzerland.	switzerland
6040	Microbiology and immunology	Mycobacterium paraterrae sp. nov. recovered from a clinical specimen: novel chromogenic slow growing mycobacteria related to Mycobacterium terrae complex.	2010	Department of Microbiology and Immunology, Cancer Research Institute, Liver Research Institute and SNUMRC, College of Medicine, Seoul National University, Seoul 110-799, Korea.	south korea
6041	International journal of systematic and evolutionary microbiology	Actinomadura scrupuli sp. nov., isolated from rock.	2010	Department of Science Education, Jeju National University, Jeju, Republic of Korea.	south korea
6042	International journal of systematic and evolutionary microbiology	Phytohabitans suffuscus gen. nov., sp. nov., an actinomycete of the family Micromonosporaceae isolated from plant roots.	2010	Graduate School of Infection Control Sciences, Kitasato University, Tokyo, Japan.	japan
6043	Applied and environmental microbiology	Caldicellulosiruptor obsidiansis sp. nov., an anaerobic, extremely thermophilic, cellulolytic bacterium isolated from Obsidian Pool, Yellowstone National Park.	2010	Biosciences Division, Oak Ridge National Laboratory, P.O. Box 2008 MS6038, Oak Ridge, TN 37831, USA.	united states of america
6044	International journal of systematic and evolutionary microbiology	Orbus hercynius gen. nov., sp. nov., isolated from faeces of wild boar, is most closely related to members of the orders 'Enterobacteriales' and Pasteurellales.	2010	Robert Koch-Institute, Wernigerode Branch, Wernigerode, Germany.	germany
6045	International journal of systematic and evolutionary microbiology	Methylophilus flavus sp. nov. and Methylophilus luteus sp. nov., aerobic, methylotrophic bacteria associated with plants.	2010	G K Skryabin Institute of Biochemistry and Physiology of Microorganisms, Russian Academy of Sciences and Pushchino State University, Pushchino, Moscow region, Russia.	russia
6046	International journal of systematic and evolutionary microbiology	Slackia piriformis sp. nov. and Collinsella tanakaei sp. nov., new members of the family Coriobacteriaceae, isolated from human faeces.	2010	Yakult Central Institute for Microbiological Research, Kunitachi, Tokyo, Japan.	japan
6047	International journal of systematic and evolutionary microbiology	Amycolatopsis helveola sp. nov. and Amycolatopsis pigmentata sp. nov., isolated from soil.	2010	NITE Biological Resource Center (NBRC), National Institute of Technology and Evaluation, Kisarazu, Chiba, Japan. tamura-tomohiko@nite.go.jp	japan
6048	International journal of systematic and evolutionary microbiology	Microbacterium lindanitolerans sp. nov., isolated from hexachlorocyclohexane-contaminated soil.	2010	Department of Zoology, University of Delhi, Delhi, India. duzdel@vsnl.com	india
6049	International journal of systematic and evolutionary microbiology	Kangiella japonica sp. nov., isolated from a marine environment.	2010	Pacific Institute of Bioorganic Chemistry, Far-Eastern Branch, Russian Academy of Sciences, Vladivostok, Russia. lro@piboc.dvo.ru	russia
6050	International journal of systematic and evolutionary microbiology	Pedobacter bauzanensis sp. nov., isolated from soil.	2010	Institute of Microbiology, University of Innsbruck, Innsbruck, Austria.	austria
6051	International journal of systematic and evolutionary microbiology	Photobacterium gaetbulicola sp. nov., a lipolytic bacterium isolated from a tidal flat sediment.	2010	Biotechnology Research Division, National Fisheries Research and Development Institute (NFRDI), Gijang, Busan, Republic of Korea.	south korea
6052	International journal of systematic and evolutionary microbiology	Description of Microvirga aerophila sp. nov. and Microvirga aerilata sp. nov., isolated from air, reclassification of Balneimonas flocculans Takeda et al. 2004 as Microvirga flocculans comb. nov. and emended description of the genus Microvirga.	2010	Korean Agricultural Culture Collection (KACC), National Academy of Agricultural Science, Rural Development Administration, Suwon, Republic of Korea.	south korea
6053	International journal of systematic and evolutionary microbiology	Sphingopyxis bauzanensis sp. nov., a psychrophilic bacterium isolated from soil.	2010	Institute of Microbiology, University of Innsbruck, Innsbruck, Austria.	austria
6054	International journal of systematic and evolutionary microbiology	Cupriavidus pampae sp. nov., a novel herbicide-degrading bacterium isolated from agricultural soil.	2010	Cátedra de Microbiología Industrial y Biotecnología, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Argentina.	argentina
6055	Antonie van Leeuwenhoek	Desulfovibrio oceani subsp. oceani sp. nov., subsp. nov. and Desulfovibrio oceani subsp. galateae subsp. nov., novel sulfate-reducing bacteria isolated from the oxygen minimum zone off the coast of Peru.	2010	Department of Biological Sciences, Section for Microbiology, Aarhus University, Ny Munkegade 114, Building 1540, 8000 Aarhus C, Denmark. kai.finster@biology.au.dk	denmark
6056	International journal of systematic and evolutionary microbiology	Williamsia faeni sp. nov., an actinomycete isolated from a hay meadow.	2010	School of Biology, University of Newcastle, Newcastle upon Tyne, UK. Amanda.L.Jones@northumbria.ac.uk	united kingdom
6057	International journal of systematic and evolutionary microbiology	Corynebacterium canis sp. nov., isolated from a wound infection caused by a dog bite.	2010	Department of Medical Microbiology and Hygiene, Gärtner & Colleagues Laboratories, Ravensburg, Germany. ldg.funke@t-online.de	germany
6058	International journal of systematic and evolutionary microbiology	Mesorhizobium robiniae sp. nov., isolated from root nodules of Robinia pseudoacacia.	2010	College of Life Sciences, Shaanxi Key Laboratory of Molecular Biology for Agriculture, Northwest A & F University, Yangling, Shaanxi, PR China.	china
6059	International journal of systematic and evolutionary microbiology	Siphonobacter aquaeclarae gen. nov., sp. nov., a novel member of the family 'Flexibacteraceae', phylum Bacteroidetes.	2010	Department of Microbiology, Eötvös Loránd University, Budapest, Hungary. tancsics@elte.hu	hungary
6060	International journal of systematic and evolutionary microbiology	Dyadobacter soli sp. nov., a starch-degrading bacterium isolated from farm soil.	2010	Research and Development Division, H-Plus Eco Ltd, BVC 301, KRIBB, Yuseong-gu, Daejeon, Republic of Korea. mgeneli@dreamwiz.com	south korea
6061	International journal of systematic and evolutionary microbiology	Bacteroides faecis sp. nov., isolated from human faeces.	2010	Department of Life and Nanopharmaceutical Sciences, Kyung Hee University, Seoul, Republic of Korea.	south korea
6062	International journal of systematic and evolutionary microbiology	Legionella dresdenensis sp. nov., isolated from river water.	2010	Institut für Medizinische Mikrobiologie und Hygiene, TU Dresden, Dresden, Germany. Christian.Lueck@tu-dresden.de	germany
6063	Systematic and applied microbiology	Proposal to assign Aeromonas diversa sp. nov. as a novel species designation for Aeromonas group 501.	2010	Departament de Microbiologia i Parasitologia Sanitàries, Facultat de Farmàcia, Universitat de Barcelona, Av. Joan XXIII s/n, 08028 Barcelona, Spain.	spain
6064	FEMS microbiology letters	Vibrio owensii sp. nov., isolated from cultured crustaceans in Australia.	2010	Australian Institute of Marine Science, Townsville, Qld, Australia.	australia
6065	International journal of systematic and evolutionary microbiology	Bacillus methylotrophicus sp. nov., a methanol-utilizing, plant-growth-promoting bacterium isolated from rice rhizosphere soil.	2010	Department of Agricultural Chemistry, Chungbuk National University, Cheongju, Chungbuk 361-763, Republic of Korea. mmadhaiyan@hotmail.com	south korea
6066	International journal of systematic and evolutionary microbiology	Alkalibaculum bacchi gen. nov., sp. nov., a CO-oxidizing, ethanol-producing acetogen isolated from livestock-impacted soil.	2010	Department of Botany and Microbiology, University of Oklahoma, Norman, OK 73019, USA.	united states of america
6067	International journal of systematic and evolutionary microbiology	Lactobacillus florum sp. nov., a fructophilic species isolated from flowers.	2010	Department of Microbiology, University of Stellenbosch, Stellenbosch 7600, South Africa. pegaman@hotmail.co.jp	south africa
6068	International journal of systematic and evolutionary microbiology	Pseudonocardia tropica sp. nov., an endophytic actinomycete isolated from the stem of Maytenus austroyunnanensis.	2010	The Key Laboratory for Microbial Resources of the Ministry of Education, Yunnan Institute of Microbiology, Yunnan University, Kunming, Yunnan, PR China.	china
6069	International journal of systematic and evolutionary microbiology	Vibrio atypicus sp. nov., isolated from the digestive tract of the Chinese prawn (Penaeus chinensis O'sbeck).	2010	Department of Marine Biology, Ocean University of China, Qingdao, PR China.	china
6070	International journal of systematic and evolutionary microbiology	Marisediminicola antarctica gen. nov., sp. nov., an actinobacterium isolated from the Antarctic.	2010	SOA Key Laboratory for Polar Science, Polar Research Institute of China, Shanghai, PR China. lihuirong@pric.gov.cn	china
6071	International journal of systematic and evolutionary microbiology	Amphibacillus jilinensis sp. nov., a facultatively anaerobic, alkaliphilic bacillus from a soda lake.	2010	College of Life Sciences, Zhejiang University, Hangzhou, PR China.	china
6072	International journal of systematic and evolutionary microbiology	Paenibacillus sputi sp. nov., isolated from the sputum of a patient with pulmonary disease.	2010	Korean Collection for Type Cultures, Biological Resource Center, Korea Research Institute of Bioscience and Biotechnology, Yuseong-gu, Daejeon 305-806, Republic of Korea.	south korea
6073	International journal of systematic and evolutionary microbiology	Paenibacillus residui sp. nov., isolated from urban waste compost.	2010	Escola Superior de Biotecnologia, Universidade Católica Portuguesa, 4200-072 Porto, Portugal.	portugal
6074	International journal of systematic and evolutionary microbiology	Oceanobacillus neutriphilus sp. nov., isolated from activated sludge in a bioreactor.	2010	Laboratory of Marine Ecosystem and Biogeochemistry, State Oceanic Administration, Hangzhou 310012, People's Republic of China.	china
6075	International journal of systematic and evolutionary microbiology	Microlunatus parietis sp. nov., isolated from an indoor wall.	2010	Institut für Angewandte Mikrobiologie, Justus-Liebig-Universität Giessen, D-35392 Giessen, Germany. peter.kaempfer@umwelt.uni-giessen.de	germany
6076	International journal of systematic and evolutionary microbiology	Angustibacter luteus gen. nov., sp. nov., isolated from subarctic forest soil.	2010	NITE Biological Resource Center (NBRC), National Institute of Technology and Evaluation, Kisarazu, Chiba 292-0818, Japan. tamura-tomohiko@nite.go.jp	japan
6077	International journal of systematic and evolutionary microbiology	Emended description of the genus Pantoea, description of four species from human clinical samples, Pantoea septica sp. nov., Pantoea eucrina sp. nov., Pantoea brenneri sp. nov. and Pantoea conspicua sp. nov., and transfer of Pectobacterium cypripedii (Hori 1911) Brenner et al. 1973 emend. Hauben et al. 1998 to the genus as Pantoea cypripedii comb. nov.	2010	Department of Microbiology and Plant Pathology, Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria, Pretoria 0002, South Africa.	south africa
6078	International journal of systematic and evolutionary microbiology	Prevotella saccharolytica sp. nov., isolated from the human oral cavity.	2010	King's College London Dental Institute at Guy's, King's College and St Thomas' Hospitals, Infection Research Group, London SE1 9RT, UK.	united kingdom
6079	International journal of systematic and evolutionary microbiology	Moraxella porci sp. nov., isolated from pigs.	2010	Centro de Vigilancia Sanitaria Veterinaria (VISAVET), Universidad Complutense, Madrid, Spain.	spain
6080	International journal of systematic and evolutionary microbiology	Adhaeribacter aerophilus sp. nov., Adhaeribacter aerolatus sp. nov. and Segetibacter aerophilus sp. nov., isolated from air samples.	2010	Korean Agricultural Culture Collection (KACC), National Agrobiodiversity Center, National Academy of Agricultural Science, Rural Development Administration, Suwon 441-853, Republic of Korea.	south korea
6081	International journal of systematic and evolutionary microbiology	Mucilaginibacter gossypii sp. nov. and Mucilaginibacter gossypiicola sp. nov., plant-growth-promoting bacteria isolated from cotton rhizosphere soils.	2010	Department of Agricultural Microbiology, Tamilnadu Agricultural University, Coimbatore 641 003, Tamilnadu, India. mmadhaiyan@hotmail.com	india
6082	International journal of systematic and evolutionary microbiology	Vogesella mureinivorans sp. nov., a peptidoglycan-degrading bacterium from lake water.	2010	Department of Agriculture and Ecology, University of Copenhagen, Thorvaldsensvej 40, DK-1871 Frederiksberg, Denmark. nogj@life.ku.dk	denmark
6083	International journal of systematic and evolutionary microbiology	Sphingobium vulgare sp. nov., isolated from freshwater sediment.	2010	Environmental and Molecular Microbiology Lab., Department of Biological Sciences, Korea Advanced Institute of Science and Technology (KAIST), Yuseong-gu, Daejeon 305-701, Republic of Korea.	south korea
6084	The Journal of general and applied microbiology	Leifsonia lichenia sp. nov., isolated from lichen in Japan.	2009	Institute of Molecular and Cellular Biosciences, The University of Tokyo, Bunkyo-ku, Tokyo 113-0032, Japan. an12su@hotmail.com	japan
6085	The Journal of general and applied microbiology	Thermaerobacter composti sp. nov., a novel extremely thermophilic bacterium isolated from compost.	2009	Hazaka Plant Research Center, Kennan Eisei Kogyo Co., Ltd., Miyagi 989-1311, Japan. kennan-6@kennan-e.co.jp	japan
6086	International journal of systematic and evolutionary microbiology	Pusillimonas soli sp. nov., isolated from farm soil.	2010	Research and Development Division, H-Plus Eco Ltd, BVC 301, KRIBB, Yuseong-gu, Daejeon, 305-333, Republic of Korea. mgeneli@nate.com	south korea
6087	International journal of systematic and evolutionary microbiology	Nitritalea halalkaliphila gen. nov., sp. nov., an alkaliphilic bacterium of the family 'Cyclobacteriaceae', phylum Bacteroidetes.	2010	Centre for Cellular and Molecular Biology, Uppal Road, Hyderabad - 500 007, India.	india
6088	International journal of systematic and evolutionary microbiology	Agromyces bauzanensis sp. nov., isolated from soil.	2010	Institute of Microbiology, University of Innsbruck, Technikerstrasse 25, A-6020 Innsbruck, Austria.	austria
6089	International journal of systematic and evolutionary microbiology	Pseudonocardia babensis sp. nov., isolated from plant litter.	2010	NITE Biological Resource Center (NBRC), National Institute of Technology and Evaluation (NITE), Kisarazu, Chiba, 292-0818, Japan. sakiyama-yayoi@nite.go.jp	japan
6090	International journal of systematic and evolutionary microbiology	Sphingopyxis panaciterrulae sp. nov., isolated from soil of a ginseng field.	2010	Korean Ginseng Center and Ginseng Genetic Resource Bank, Kyung Hee University, Giheung-gu Yongin-si, Gyeonggi-do 449-701, Republic of Korea.	south korea
6091	International journal of systematic and evolutionary microbiology	Nocardiopsis sinuspersici sp. nov., isolated from sandy rhizospheric soil.	2010	Microbial Biotechnology Laboratory, Department of Microbiology, School of Biology, College of Science, University of Tehran, 14155-6455, Tehran, Iran. jhamedi@ut.ac.ir	iran
6092	International journal of systematic and evolutionary microbiology	Actinokineospora baliensis sp. nov., Actinokineospora cibodasensis sp. nov. and Actinokineospora cianjurensis sp. nov., isolated from soil and plant litter.	2010	Research Center for Biotechnology, Indonesian Institute of Sciences, Jl. Raya Bogor Km. 46, Cibinong 16911, Indonesia. puspita.lisdiyanti@lipi.go.id	indonesia
6093	International journal of systematic and evolutionary microbiology	Lactobacillus paucivorans sp. nov., isolated from a brewery environment.	2010	Lehrstuhl für Technische Mikrobiologie, Technische Universität München, Weihenstephaner Steig 16, 85350 Freising, Germany. M.Ehrmann@wzw.tum.de	germany
6094	International journal of systematic and evolutionary microbiology	Bacillus siamensis sp. nov., isolated from salted crab (poo-khem) in Thailand.	2010	Department of Food and Pharmaceutical Chemistry, Faculty of Pharmaceutical Sciences, Chulalongkorn University, Bangkok 10330, Thailand.	thailand
6095	International journal of systematic and evolutionary microbiology	Camelimonas lactis gen. nov., sp. nov., isolated from the milk of camels.	2010	Institut für Angewandte Mikrobiologie, Justus-Liebig-Universität Giessen, D-35392 Giessen, Germany. peter.kaempfer@umwelt.uni-giessen.de	germany
6096	International journal of systematic and evolutionary microbiology	Chryseobacterium culicis sp. nov., isolated from the midgut of the mosquito Culex quinquefasciatus.	2010	Institut für Angewandte Mikrobiologie, Justus-Liebig-Universität Giessen, Giessen, Germany. peter.kaempfer@umwelt.uni-giessen.de	germany
6097	International journal of systematic and evolutionary microbiology	Sphingobacterium shayense sp. nov., isolated from forest soil.	2010	College of Life Science and Technology of Xinjiang University, Urumqi, Xinjiang 830046, PR China.	china
6098	Applied microbiology and biotechnology	Description of the novel perchlorate-reducing bacteria Dechlorobacter hydrogenophilus gen. nov., sp. nov.and Propionivibrio militaris, sp. nov.	2010	Department of Plant and Microbial Biology, University of California, Berkeley, Berkeley, CA 94720, USA.	united states of america
6099	International journal of systematic and evolutionary microbiology	Listeria rocourtiae sp. nov.	2010	Groupe Microorganismes et barrières de l'hôte, French National Reference Center for Listeria, Paris, France. alexlec@pasteur.fr	france
