Phylum,Genus
Firmicutes,Merdimonas
Firmicutes,Metabacterium
Firmicutes,Methylomusa
Firmicutes,Microaerobacter
Firmicutes,Miniphocibacter
Firmicutes,Mitsuokella
Firmicutes,Mobilibacterium
Firmicutes,Mobilisporobacter
Firmicutes,Mobilitalea
Firmicutes,Mogibacterium
Firmicutes,Monoglobus
Firmicutes,Moorella
Firmicutes,Mordavella
Firmicutes,Moryella
Firmicutes,Murdochiella
Firmicutes,Muricomes
Firmicutes,Murimonas
Firmicutes,Natranaerobaculum
Firmicutes,Natranaerobius
Firmicutes,Natranaerovirga
Firmicutes,Natribacillus
Firmicutes,Natroniella
Firmicutes,Natronincola
Firmicutes,Natronoanaerobium
Firmicutes,Natronobacillus
Firmicutes,Natronovirga
Firmicutes,Ndongobacter
Firmicutes,Negativibacillus
Firmicutes,Negativicoccus
Firmicutes,Neglecta
Firmicutes,Neobitarella
Firmicutes,Neofamilia
Firmicutes,Niameybacter
Firmicutes,Nosocomiicoccus
Firmicutes,Novibacillus
Firmicutes,Numidum
Firmicutes,Oceanirhabdus
Firmicutes,Oceanobacillus
Firmicutes,Oenococcus
Firmicutes,Okadaella
Firmicutes,Orenia
Firmicutes,Oribacterium
Firmicutes,Ornithinibacillus
Firmicutes,Oscillibacter
Firmicutes,Oscillospira
Firmicutes,Oxalophagus
Firmicutes,Oxobacter
Firmicutes,Paenibacillus
Firmicutes,Paeniclostridium
Firmicutes,Paenisporosarcina
Firmicutes,Paludicola
Firmicutes,Paludifilum
Firmicutes,Paludirhabdus
Firmicutes,Papillibacter
Firmicutes,Paraclostridium
Firmicutes,Parageobacillus
Firmicutes,Paraliobacillus
Firmicutes,Paralkalibacillus
Firmicutes,Paramaledivibacter
Firmicutes,Parasporobacterium
Firmicutes,Parvimonas
Firmicutes,Pasteuria
Firmicutes,Paucisalibacillus
Firmicutes,Pectinatus
Firmicutes,Pediococcus
Firmicutes,Pelagibacillus
Firmicutes,Pelagirhabdus
Firmicutes,Pelosinus
Firmicutes,Pelospora
Firmicutes,Pelotomaculum
Firmicutes,Peptoanaerobacter
Firmicutes,Peptoclostridium
Firmicutes,Peptococcus
Firmicutes,Peptoniphilus
Firmicutes,Peptostreptococcus
Firmicutes,Petroclostridium
Firmicutes,Phascolarctobacterium
Firmicutes,Phocea
Firmicutes,Pilibacter
Firmicutes,Piscibacillus
Firmicutes,Pisciglobus
Firmicutes,Planifilum
Firmicutes,Planococcus
Firmicutes,Planomicrobium
Firmicutes,Polycladomyces
Firmicutes,Polygonibacillus
Firmicutes,Pontibacillus
Firmicutes,Propionispira
Firmicutes,Propionispora
Firmicutes,Proteiniborus
Firmicutes,Proteiniclasticum
Firmicutes,Proteinivorax
Firmicutes,Proteocatella
Firmicutes,Provencibacterium
Firmicutes,Pseudobacillus
Firmicutes,Pseudobacteroides
Firmicutes,Pseudobutyrivibrio
Firmicutes,Pseudoflavonifractor
Firmicutes,Pseudogracilibacillus
Firmicutes,Pseudoramibacter
Firmicutes,Psychrobacillus
Firmicutes,Psychrosinus
Firmicutes,Pueribacillus
Firmicutes,Pullulanibacillus
Firmicutes,Pygmaiobacter
Firmicutes,Quasibacillus
Firmicutes,Quinella
Firmicutes,Rhabdanaerobium
Firmicutes,Risungbinella
Firmicutes,Robinsoniella
Firmicutes,Romboutsia
Firmicutes,Roseburia
Firmicutes,Rubeoparvulum
Firmicutes,Ruminiclostridium
Firmicutes,Ruminococcus
Firmicutes,Rummeliibacillus
Firmicutes,Ruthenibacterium
Firmicutes,Saccharibacillus
Firmicutes,Saccharococcus
Firmicutes,Saccharofermentans
Firmicutes,Salibacterium
Firmicutes,Salimesophilobacter
Firmicutes,Salimicrobium
Firmicutes,Salinibacillus
Firmicutes,Salinicoccus
Firmicutes,Salinithrix
Firmicutes,Salipaludibacillus
Firmicutes,Salirhabdus
Firmicutes,Salisediminibacterium
Firmicutes,Saliterribacillus
Firmicutes,Salsuginibacillus
Firmicutes,Sarcina
Firmicutes,Savagea
Firmicutes,Schwartzia
Firmicutes,Scopulibacillus
Firmicutes,Sedimentibacter
Firmicutes,Sediminibacillus
Firmicutes,Seinonella
Firmicutes,Selenihalanaerobacter
Firmicutes,Selenomonas
Firmicutes,Sellimonas
Firmicutes,Senegalia
Firmicutes,Serpentinicella
Firmicutes,Sharpea
Firmicutes,Shimazuella
Firmicutes,Shuttleworthia
Firmicutes,Sinibacillus
Firmicutes,Sinobaca
Firmicutes,Sinococcus
Firmicutes,Soehngenia
Firmicutes,Soleaferrea
Firmicutes,Solibacillus
Firmicutes,Solobacterium
Firmicutes,Sporacetigenium
Firmicutes,Sporanaerobacter
Firmicutes,Sporobacter
Firmicutes,Sporobacterium
Firmicutes,Sporohalobacter
Firmicutes,Sporolactobacillus
Firmicutes,Sporolituus
Firmicutes,Sporomusa
Firmicutes,Sporosalibacterium
Firmicutes,Sporosarcina
Firmicutes,Sporotalea
Firmicutes,Sporotomaculum
Firmicutes,Staphylococcus
Firmicutes,Stomatobaculum
Firmicutes,Stoquefichus
Firmicutes,Streptococcus
Firmicutes,Streptohalobacillus
Firmicutes,Subdoligranulum
Firmicutes,Succiniclasticum
Firmicutes,Succinispira
Firmicutes,Sulfobacillus
Firmicutes,Swionibacillus
Firmicutes,Symbiobacterium
Firmicutes,Syntrophaceticus
Firmicutes,Syntrophobotulus
Firmicutes,Syntrophococcus
Firmicutes,Syntrophomonas
Firmicutes,Syntrophonatronum
Firmicutes,Syntrophothermus
Firmicutes,Tenuibacillus
Firmicutes,Tepidanaerobacter
Firmicutes,Tepidibacillus
Firmicutes,Tepidibacter
Firmicutes,Tepidimicrobium
Firmicutes,Terribacillus
Firmicutes,Terrilactibacillus
Firmicutes,Terrisporobacter
Firmicutes,Tetragenococcus
Firmicutes,Tetzosporium
Firmicutes,Texcoconibacillus
Firmicutes,Thalassobacillus
Firmicutes,Thalassorhabdus
Firmicutes,Thermacetogenium
Firmicutes,Thermaerobacter
Firmicutes,Thermalkalibacillus
Firmicutes,Thermanaeromonas
Firmicutes,Thermicanus
Firmicutes,Thermincola
Firmicutes,Thermoactinomyces
Firmicutes,Thermoanaerobacter
Firmicutes,Thermoanaerobacterium
Firmicutes,Thermobacillus
Firmicutes,Thermobrachium
Firmicutes,Thermodesulfitimonas
Firmicutes,Thermodesulfobium
Firmicutes,Thermoflavimicrobium
Firmicutes,Thermohalobacter
Firmicutes,Thermohydrogenium
Firmicutes,Thermolithobacter
Firmicutes,Thermolongibacillus
Firmicutes,Thermosediminibacter
Firmicutes,Thermosinus
Firmicutes,Thermosyntropha
Firmicutes,Thermotalea
Firmicutes,Thermovenabulum
Firmicutes,Thermovorax
Firmicutes,Tindallia
Firmicutes,Tissierella
Firmicutes,Traorella
Firmicutes,Trichococcus
Firmicutes,Trigonala
Firmicutes,Tuberibacillus
Firmicutes,Tumebacillus
Firmicutes,Turicibacter
Firmicutes,Tyzzerella
Firmicutes,Ureibacillus
Firmicutes,Urinacoccus
Firmicutes,Urmitella
Firmicutes,Vagococcus
Firmicutes,Vallitalea
Firmicutes,Veillonella
Firmicutes,Virgibacillus
Firmicutes,Viridibacillus
Firmicutes,Vulcanibacillus
Firmicutes,Weissella
Firmicutes,Wukongibacter
Firmicutes,Xylanibacillus
Firmicutes,Youngiibacter
Fischerbacteria,
Fraserbacteria,
Fusobacteria,
Fusobacteria,Caviibacter
Fusobacteria,Cetobacterium
Fusobacteria,Fusobacterium
Fusobacteria,Hypnocyclicus
Fusobacteria,Ilyobacter
Fusobacteria,Leptotrichia
Fusobacteria,Oceanivirga
Fusobacteria,Propionigenium
Fusobacteria,Psychrilyobacter
Fusobacteria,Sebaldella
Fusobacteria,Sneathia
Fusobacteria,Streptobacillus
Gemmatimonadetes,
Gemmatimonadetes,Gemmatimonas
Gemmatimonadetes,Gemmatirosa
Gemmatimonadetes,Longimicrobium
Gemmatimonadetes,Roseisolibacter
Giovannonibacteria,
Glassbacteria,
Goldbacteria,
Gottesmanbacteria,
Gracilibacteria,
Gracilibacteria,Altimarinus
,Haloplasma
Handelsmanbacteria,
Harrisonbacteria,
Hydrogenedentes,
Hydrogenedentes,Hydrogenedens
Ignavibacteriae,
Ignavibacteriae,Ignavibacterium
Ignavibacteriae,Melioribacter
,Inordinaticella
Jacksonbacteria,
Jorgensenbacteria,
Kaiserbacteria,
Kapabacteria,
Kerfeldbacteria,
Kiritimatiellaeota,
Kiritimatiellaeota,Kiritimatiella
Komeilibacteria,
Kryptonia,
Kryptonia,Chrysopegis
Kryptonia,Kryptobacter
Kryptonia,Kryptonium
Kryptonia,Thermokryptus
Kuenenbacteria,
Latescibacteria,
Latescibacteria,Latescibacter
Lentisphaerae,
Lentisphaerae,Lentisphaera
Lentisphaerae,Oligosphaera
Lentisphaerae,Victivallis
Levybacteria,
Lindowbacteria,
Liptonbacteria,
Lloydbacteria,
Magasanikbacteria,
Margulisbacteria,
Marinimicrobia,
Melainabacteria,
Melainabacteria,Caenarcanum
Melainabacteria,Obscuribacter
Melainabacteria,Vampirovibrio
Microgenomates,
Microgenomates,Microgenomatus
,Moduliflexus
Moranbacteria,
,Nanobacterium
Nealsonbacteria,
Nitrospinae,
Nitrospinae,Nitrospina
Nitrospirae,
Nitrospirae,Leptospirillum
Nitrospirae,Magnetobacterium
Nitrospirae,Magnetoovum
Nitrospirae,Nitrospira
Nitrospirae,Sulfobium
Nitrospirae,Thermodesulfovibrio
Nitrospirae,Troglogloea
Niyogibacteria,
Nomurabacteria,
Omnitrophica,
Omnitrophica,Omnitrophus
,Ovobacter
Pacebacteria,
Parcubacteria,
Parcubacteria,Paceibacter
Parcubacteria,Sonnebornia
Peregrinibacteria,
Peregrinibacteria,Peribacter
Planctomycetes,
Planctomycetes,Algisphaera
Planctomycetes,Anammoximicrobium
Planctomycetes,Anammoxoglobus
Planctomycetes,Aquisphaera
Planctomycetes,Blastopirellula
Planctomycetes,Brocadia
Planctomycetes,Bythopirellula
Planctomycetes,Fimbriiglobus
Planctomycetes,Fuerstia
Planctomycetes,Gemmata
Planctomycetes,Gimesia
Planctomycetes,Isosphaera
Planctomycetes,Jettenia
Planctomycetes,Kuenenia
Planctomycetes,Mariniblastus
Planctomycetes,Paludisphaera
Planctomycetes,Phycisphaera
Planctomycetes,Pirellula
Planctomycetes,Planctomicrobium
Planctomycetes,Planctomyces
Planctomycetes,Planctopirus
Planctomycetes,Rhodopirellula
Planctomycetes,Roseimaritima
Planctomycetes,Rubinisphaera
Planctomycetes,Rubripirellula
Planctomycetes,Scalindua
Planctomycetes,Schlesneria
Planctomycetes,Singulisphaera
Planctomycetes,Telmatocola
Planctomycetes,Tepidisphaera
Planctomycetes,Thermogutta
Planctomycetes,Thermopirellula
Planctomycetes,Thermostilla
Planctomycetes,Tundrisphaera
Planctomycetes,Tuwongella
Planctomycetes,Zavarzinella
Poribacteria,
Portnoybacteria,
Proteobacteria,
Proteobacteria,Abyssibacter
Proteobacteria,Accumulibacter
Proteobacteria,Acetobacter
Proteobacteria,Achromatium
Proteobacteria,Achromobacter
Proteobacteria,Acidibacter
Proteobacteria,Acidicaldus
Proteobacteria,Acidiferrobacter
Proteobacteria,Acidihalobacter
Proteobacteria,Acidiphilium
Proteobacteria,Acidisoma
Proteobacteria,Acidisphaera
Proteobacteria,Acidithiobacillus
Proteobacteria,Acidocella
Proteobacteria,Acidomonas
Proteobacteria,Acidovorax
Proteobacteria,Acinetobacter
Proteobacteria,Actibacterium
Proteobacteria,Actimicrobium
Proteobacteria,Actinobacillus
Proteobacteria,Acuticoccus
Proteobacteria,Adiutrix
Proteobacteria,Advenella
Proteobacteria,Aegyptianella
Proteobacteria,Aeromonas
Proteobacteria,Aestuariibacter
Proteobacteria,Aestuariibius
Proteobacteria,Aestuariicella
Proteobacteria,Aestuariicoccus
Proteobacteria,Aestuariihabitans
Proteobacteria,Aestuariispira
Proteobacteria,Aestuariivita
Proteobacteria,Aestuarium
Proteobacteria,Aetherobacter
Proteobacteria,Afifella
Proteobacteria,Afipia
Proteobacteria,Agaribacter
Proteobacteria,Agaribacterium
Proteobacteria,Agaricicola
Proteobacteria,Agarilytica
Proteobacteria,Agarivorans
Proteobacteria,Aggregatibacter
Proteobacteria,Aggregicoccus
Proteobacteria,Agrobacterium
Proteobacteria,Ahniella
Proteobacteria,Ahrensia
Proteobacteria,Aidingimonas
Proteobacteria,Albibacter
Proteobacteria,Albidovulum
Proteobacteria,Albimonas
Proteobacteria,Albirhodobacter
Proteobacteria,Alcaligenes
Proteobacteria,Alcalilimnicola
Proteobacteria,Alcanivorax
Proteobacteria,Algicola
Proteobacteria,Algidimarina
Proteobacteria,Algimonas
Proteobacteria,Algiphilus
Proteobacteria,Algorimarina
Proteobacteria,Aliagarivorans
Proteobacteria,Alicycliphilus
Proteobacteria,Aliidiomarina
Proteobacteria,Aliidongia
Proteobacteria,Aliiglaciecola
Proteobacteria,Aliihoeflea
Proteobacteria,Aliikangiella
Proteobacteria,Aliiroseovarius
Proteobacteria,Aliivibrio
Proteobacteria,Alisedimentitalea
Proteobacteria,Alishewanella
Proteobacteria,Alkalilimnicola
Proteobacteria,Alkalimarinus
Proteobacteria,Alkalimicrobium
Proteobacteria,Alkalimonas
Proteobacteria,Alkalispirillum
Proteobacteria,Alkanibacter
Proteobacteria,Alkanindiges
Proteobacteria,Allobeggiato
Proteobacteria,Allochromatium
Proteobacteria,Allofrancisella
Proteobacteria,Allohahella
Proteobacteria,Allomonas
Proteobacteria,Alsobacter
Proteobacteria,Altererythrobacter
Proteobacteria,Alteromonas
Proteobacteria,Alysiella
Proteobacteria,Amantichitinum
Proteobacteria,Amaricoccus
Proteobacteria,Ameyamaea
Proteobacteria,Aminobacter
Proteobacteria,Amorphomonas
Proteobacteria,Amorphus
Proteobacteria,Amphiplicatus
Proteobacteria,Amphritea
Proteobacteria,Ampullimonas
Proteobacteria,Amylibacter
Proteobacteria,Anadelfobacter
Proteobacteria,Anaerobiospirillum
Proteobacteria,Anaeromyxobacter
Proteobacteria,Anaplasma
Proteobacteria,Ancalomicrobium
Proteobacteria,Ancylobacter
Proteobacteria,Anderseniella
Proteobacteria,Andreprevotia
Proteobacteria,Angulomicrobium
Proteobacteria,Annandia
Proteobacteria,Annwoodia
Proteobacteria,Antarcticicola
Proteobacteria,Antarctobacter
Proteobacteria,Aquabacter
Proteobacteria,Aquabacterium
Proteobacteria,Aquamicrobium
Proteobacteria,Aquaphilus
Proteobacteria,Aquaspirillum
Proteobacteria,Aquicella
Proteobacteria,Aquichromatium
Proteobacteria,Aquicoccus
Proteobacteria,Aquidulcibacter
Proteobacteria,Aquimixticola
Proteobacteria,Aquimonas
Proteobacteria,Aquincola
Proteobacteria,Aquisalimonas
Proteobacteria,Aquisalinus
Proteobacteria,Aquitalea
Proteobacteria,Aranicola
Proteobacteria,Arboriscoccus
Proteobacteria,Arcanobacter
Proteobacteria,Archangium
Proteobacteria,Arcobacter
Proteobacteria,Arenicella
Proteobacteria,Arenimonas
Proteobacteria,Arhodomonas
Proteobacteria,Aromatoleum
Proteobacteria,Arsenicitalea
Proteobacteria,Arsenophonus
Proteobacteria,Arsukibacterium
Proteobacteria,Asaia
Proteobacteria,Aschnera
Proteobacteria,Ascidiaceihabitans
Proteobacteria,Asprobacter
Proteobacteria,Aspromonas
Proteobacteria,Asticcacaulis
Proteobacteria,Atlantibacter
Proteobacteria,Aurantimonas
Proteobacteria,Aureimonas
Proteobacteria,Averyella
Proteobacteria,Avibacterium
Proteobacteria,Azoarcus
Proteobacteria,Azohydromonas
Proteobacteria,Azomonas
Proteobacteria,Azonexus
Proteobacteria,Azorhizobium
Proteobacteria,Azorhizophilus
Proteobacteria,Azospira
Proteobacteria,Azospirillum
Proteobacteria,Azotobacter
Proteobacteria,Azovibrio
Proteobacteria,Babela
Proteobacteria,Bacterioplanes
Proteobacteria,Bacterioplanoides
Proteobacteria,Bacteriovorax
Proteobacteria,Balneatrix
Proteobacteria,Balneomonas
Proteobacteria,Bartonella
Proteobacteria,Basfia
Proteobacteria,Basilea
Proteobacteria,Bauldia
Proteobacteria,Bdellovibrio
Proteobacteria,Bealeia
Proteobacteria,Beggiatoa
Proteobacteria,Beijerinckia
Proteobacteria,Belnapia
Proteobacteria,Benitsuchiphilus
Proteobacteria,Bergeriella
Proteobacteria,Berkiella
Proteobacteria,Bermanella
Proteobacteria,Bibersteinia
Proteobacteria,Bilophila
Proteobacteria,Binariimonas
Proteobacteria,Biostraticola
Proteobacteria,Bisgaardia
Proteobacteria,Blastobacter
Proteobacteria,Blastochloris
Proteobacteria,Blastomonas
Proteobacteria,Blochmannia
Proteobacteria,Bombella
Proteobacteria,Bordetella
Proteobacteria,Bosea
Proteobacteria,Boseongicola
Proteobacteria,Bowmanella
Proteobacteria,Brachymonas
Proteobacteria,Brackiella
Proteobacteria,Bradymonas
Proteobacteria,Bradyrhizobium
Proteobacteria,Branchiomonas
Proteobacteria,Brenneria
Proteobacteria,Breoghania
Proteobacteria,Brevirhabdus
Proteobacteria,Brevundimonas
Proteobacteria,Brucella
Proteobacteria,Buchnera
Proteobacteria,Budvicia
Proteobacteria,Burkholderia
Proteobacteria,Burzellia
Proteobacteria,Buttiauxella
Proteobacteria,Butyratibacter
Proteobacteria,Byssovorax
Proteobacteria,Caballeronia
Proteobacteria,Caedibacter
Proteobacteria,Caedimonas
Proteobacteria,Caenibacterium
Proteobacteria,Caenimicrobium
Proteobacteria,Caenimonas
Proteobacteria,Caenispirillum
Proteobacteria,Caldimonas
Proteobacteria,Caldovatus
Proteobacteria,Camelimonas
Proteobacteria,Caminibacter
Proteobacteria,Campylobacter
Proteobacteria,Candidimonas
Proteobacteria,Captivus
Proteobacteria,Carbophilus
Proteobacteria,Cardiobacterium
Proteobacteria,Carnimonas
Proteobacteria,Carsonella
Proteobacteria,Castellaniella
Proteobacteria,Catellibacterium
Proteobacteria,Catenimonas
Proteobacteria,Catenococcus
Proteobacteria,Catenovulum
Proteobacteria,Caulobacter
Proteobacteria,Cavicella
Proteobacteria,Caviibacterium
Proteobacteria,Cedecea
Proteobacteria,Celeribacter
Proteobacteria,Celerinatantimonas
Proteobacteria,Cellvibrio
Proteobacteria,Cereibacter
Proteobacteria,Cetia
Proteobacteria,Chania
Proteobacteria,Charonomicrobium
Proteobacteria,Chelativorans
Proteobacteria,Chelatococcus
Proteobacteria,Chelonobacter
Proteobacteria,Chenggangzhangella
Proteobacteria,Chiayiivirga
Proteobacteria,Chitinibacter
Proteobacteria,Chitinilyticum
Proteobacteria,Chitinimonas
Proteobacteria,Chitiniphilus
Proteobacteria,Chitinivorax
Proteobacteria,Chitinolyticbacter
Proteobacteria,Chondromyces
Proteobacteria,Chromatium
Proteobacteria,Chromatocurvus
Proteobacteria,Chromobacterium
Proteobacteria,Chromocurvus
Proteobacteria,Chromohalobacter
Proteobacteria,Chthonobacter
Proteobacteria,Chujaibacter
Proteobacteria,Ciceribacter
Proteobacteria,Citreicella
Proteobacteria,Citreimonas
Proteobacteria,Citrimicrobium
Proteobacteria,Citrobacter
Proteobacteria,Citromicrobium
Proteobacteria,Clonothrix
Proteobacteria,Cobetia
Proteobacteria,Cocleimonas
Proteobacteria,Coetzeea
Proteobacteria,Cognatishimia
Proteobacteria,Cognatiyoonia
Proteobacteria,Cohaesibacter
Proteobacteria,Collimonas
Proteobacteria,Colwellia
Proteobacteria,Comamonas
Proteobacteria,Combothrix
Proteobacteria,Commensalibacter
Proteobacteria,Competibacter
Proteobacteria,Conchiformibium
Proteobacteria,Conchiformibius
Proteobacteria,Confluentimicrobium
Proteobacteria,Congregibacter
Proteobacteria,Conservatibacter
Proteobacteria,Consotaella
Proteobacteria,Constrictibacter
Proteobacteria,Contendobacter
Proteobacteria,Corallibacterium
Proteobacteria,Corallincola
Proteobacteria,Corallococcus
Proteobacteria,Coralloluteibacterium
Proteobacteria,Corallomonas
Proteobacteria,Coralslurrinella
Proteobacteria,Corticibacter
Proteobacteria,Corticibacterium
Proteobacteria,Cosenzaea
Proteobacteria,Coxiella
Proteobacteria,Crabtreella
Proteobacteria,Craurococcus
Proteobacteria,Crenalkalicoccus
Proteobacteria,Crenobacter
Proteobacteria,Crenothrix
Proteobacteria,Cribrihabitans
Proteobacteria,Cricetibacter
Proteobacteria,Croceicoccus
Proteobacteria,Cronobacter
Proteobacteria,Cryptoplasma
Proteobacteria,Cryptoprodotis
Proteobacteria,Cucumibacter
Proteobacteria,Cupriavidus
Proteobacteria,Curculioniphilus
Proteobacteria,Curvibacter
Proteobacteria,Cuticobacterium
Proteobacteria,Cycloclasticus
Proteobacteria,Cyrtobacter
Proteobacteria,Cysteiniphilum
Proteobacteria,Cystobacter
Proteobacteria,Dactylopiibacterium
Proteobacteria,Daeguia
Proteobacteria,Dakarella
Proteobacteria,Dankookia
Proteobacteria,Dasania
Proteobacteria,Dechlorobacter
Proteobacteria,Dechloromarinus
Proteobacteria,Dechloromonas
Proteobacteria,Dechlorosoma
Proteobacteria,Dechlorospirillum
Proteobacteria,Deefgea
Proteobacteria,Deferrisoma
Proteobacteria,Defluvicoccus
Proteobacteria,Defluviella
Proteobacteria,Defluviicoccus
Proteobacteria,Defluviimonas
Proteobacteria,Delftia
Proteobacteria,Delongia
Proteobacteria,Denitratimonas
Proteobacteria,Denitratisoma
Proteobacteria,Denitrobacter
Proteobacteria,Denitromonas
Proteobacteria,Derxia
Proteobacteria,Desertibacter
Proteobacteria,Desulfacinum
Proteobacteria,Desulfamplus
Proteobacteria,Desulfarculus
Proteobacteria,Desulfatibacillum
Proteobacteria,Desulfatiferula
Proteobacteria,Desulfatiglans
Proteobacteria,Desulfatimicrobium
Proteobacteria,Desulfatirhabdium
Proteobacteria,Desulfatitalea
Proteobacteria,Desulfoarculus
Proteobacteria,Desulfobacca
Proteobacteria,Desulfobacter
Proteobacteria,Desulfobacterium
Proteobacteria,Desulfobacula
Proteobacteria,Desulfobaculum
Proteobacteria,Desulfobotulus
Proteobacteria,Desulfobulbus
Proteobacteria,Desulfocaldus
Proteobacteria,Desulfocapsa
Proteobacteria,Desulfocarbo
Proteobacteria,Desulfocella
Proteobacteria,Desulfococcus
Proteobacteria,Desulfoconvexum
Proteobacteria,Desulfocurvus
Proteobacteria,Desulfofaba
Proteobacteria,Desulfofervidus
Proteobacteria,Desulfofrigus
Proteobacteria,Desulfofustis
Proteobacteria,Desulfoglaeba
Proteobacteria,Desulfohalobium
Proteobacteria,Desulfohalophilus
Proteobacteria,Desulfoluna
Proteobacteria,Desulfomicrobium
Proteobacteria,Desulfomonile
Proteobacteria,Desulfomusa
Proteobacteria,Desulfonatronobacter
Proteobacteria,Desulfonatronobulbus
Proteobacteria,Desulfonatronospira
Proteobacteria,Desulfonatronovibrio
Proteobacteria,Desulfonatronum
Proteobacteria,Desulfonauticus
Proteobacteria,Desulfonema
Proteobacteria,Desulfopila
Proteobacteria,Desulfoplanes
Proteobacteria,Desulfoprunum
Proteobacteria,Desulforegula
Proteobacteria,Desulforhabdus
Proteobacteria,Desulforhopalus
Proteobacteria,Desulfosalsimonas
Proteobacteria,Desulfosarcina
Proteobacteria,Desulfosoma
Proteobacteria,Desulfospira
Proteobacteria,Desulfostipes
Proteobacteria,Desulfotalea
Proteobacteria,Desulfothermus
Proteobacteria,Desulfotignum
Proteobacteria,Desulfovermiculus
Proteobacteria,Desulfovibrio
Proteobacteria,Desulfovirga
Proteobacteria,Desulfurella
Proteobacteria,Desulfurivibrio
Proteobacteria,Desulfuromonas
Proteobacteria,Desulfuromusa
Proteobacteria,Dethiosulfatarculus
Proteobacteria,Devosia
Proteobacteria,Diaphorobacter
Proteobacteria,Dichelobacter
Proteobacteria,Dichotomicrobium
Proteobacteria,Dickeya
Proteobacteria,Dinoroseobacter
Proteobacteria,Diplorickettsia
Proteobacteria,Dissulfuribacter
Proteobacteria,Dissulfurimicrobium
Proteobacteria,Dissulfurirhabdus
Proteobacteria,Dokdonella
Proteobacteria,Donghicola
Proteobacteria,Dongia
Proteobacteria,Doohwaniella
Proteobacteria,Doolittlea
Proteobacteria,Duganella
Proteobacteria,Duodenibacillus
Proteobacteria,Dyella
Proteobacteria,Echinimonas
Proteobacteria,Ectothiorhodosinus
Proteobacteria,Ectothiorhodospira
Proteobacteria,Edwardsiella
Proteobacteria,Ehrlichia
Proteobacteria,Eikenella
Proteobacteria,Eilatimonas
Proteobacteria,Eionea
Proteobacteria,Electronema
Proteobacteria,Electrothrix
Proteobacteria,Eleftheria
Proteobacteria,Elioraea
Proteobacteria,Elstera
Proteobacteria,Emcibacter
Proteobacteria,Endobacter
Proteobacteria,Endobugula
Proteobacteria,Endoecteinascidia
Proteobacteria,Endolissoclinum
Proteobacteria,Endonucleariobacter
Proteobacteria,Endonucleobacter
Proteobacteria,Endoriftia
Proteobacteria,Endothiovibrio
Proteobacteria,Endowatersipora
Proteobacteria,Endozoicomonas
Proteobacteria,Enhydrobacter
Proteobacteria,Enhygromyxa
Proteobacteria,Ensifer
Proteobacteria,Enterobacillus
Proteobacteria,Enterobacter
Proteobacteria,Enterovibrio
Proteobacteria,Enterovirga
Proteobacteria,Eoetvoesia
Proteobacteria,Epibacterium
Proteobacteria,Erwinia
Proteobacteria,Erythrobacter
Proteobacteria,Erythromicrobium
Proteobacteria,Escherichia
Proteobacteria,Euryhalocaulis
Proteobacteria,Evansia
Proteobacteria,Ewingella
Proteobacteria,Extensimonas
Proteobacteria,Falsirhodobacter
Proteobacteria,Falsochrobactrum
Proteobacteria,Fangia
Proteobacteria,Fastidiosibacter
Proteobacteria,Faucicola
Proteobacteria,Ferribacterium
Proteobacteria,Ferrigenium
Proteobacteria,Ferrimonas
Proteobacteria,Ferriphaselus
Proteobacteria,Ferritrophicum
Proteobacteria,Ferrovibrio
Proteobacteria,Ferrovum
Proteobacteria,Filomicrobium
Proteobacteria,Finniella
Proteobacteria,Flavimaricola
Proteobacteria,Flexispira
Proteobacteria,Fluoribacter
Proteobacteria,Fluviicoccus
Proteobacteria,Fodinicurvata
Proteobacteria,Fokinia
Proteobacteria,Fonsibacter
Proteobacteria,Fontimonas
Proteobacteria,Formivibrio
Proteobacteria,Formosimonas
Proteobacteria,Francisella
Proteobacteria,Franconibacter
Proteobacteria,Frateuria
Proteobacteria,Frederiksenia
Proteobacteria,Fretibacter
Proteobacteria,Frigidibacter
Proteobacteria,Frischella
Proteobacteria,Fukatsuia
Proteobacteria,Fulvimarina
Proteobacteria,Fulvimonas
Proteobacteria,Furvibacter
Proteobacteria,Gaetbulicola
Proteobacteria,Galenea
Proteobacteria,Gallaecimonas
Proteobacteria,Gallibacterium
Proteobacteria,Gallionella
Proteobacteria,Gayadomonas
Proteobacteria,Gellertiella
Proteobacteria,Geminicoccus
Proteobacteria,Gemmobacter
Proteobacteria,Geoalkalibacter
Proteobacteria,Geobacter
Proteobacteria,Geopsychrobacter
Proteobacteria,Georgfuchsia
Proteobacteria,Geothermobacter
Proteobacteria,Ghiorsea
Proteobacteria,Gibbsiella
Proteobacteria,Giesbergeria
Proteobacteria,Gigarickettsia
Proteobacteria,Gillettellia
Proteobacteria,Gilliamella
Proteobacteria,Gilvimarinus
Proteobacteria,Glaciecola
Proteobacteria,Glaciimonas
Proteobacteria,Glaesserella
Proteobacteria,Glomeribacter
Proteobacteria,Gluconacetobacter
Proteobacteria,Gluconobacter
Proteobacteria,Glycocaulis
Proteobacteria,Gortzia
Proteobacteria,Granulibacter
Proteobacteria,Granulosicoccus
Proteobacteria,Grimontella
Proteobacteria,Grimontia
Proteobacteria,Guhaiyinggella
Proteobacteria,Gulbenkiania
Proteobacteria,Gullanella
Proteobacteria,Guyparkeria
Proteobacteria,Gynuella
Proteobacteria,Gynumella (nomen rejiciendum)
Proteobacteria,Haematobacter
